"fileid"	"votetitle"	"fulltitle"	"policyarea"	"docref"	"dossiercommittee"	"epref"	"legalbasis"	"reporterinfo"	"reporterid"	"date"	"votescount"	"for"	"against"	"abstain"	
"1516"	"RC-B7-0097/2011 - § 13/1"	"Resolution on Europe 2020"	""	"RSP/2010/3013"	""	"RC-B7-0097/2011"	""	"http://www.itsyourparliament.eu/api/mep.php?id=0&key=0"	"0"	"2011-02-17"	"613"	"584"	"15"	"14"	
"1610"	"RC-B7-0169/2011 - Résolution"	"Southern Neighbourhood, and Libya in particular, including humanitarian aspects"	""	"RSP/2011/2616"	""	"RC-B7-0169/2011"	""	"http://www.itsyourparliament.eu/api/mep.php?id=0&key=0"	"0"	"2011-03-10"	"620"	"584"	"18"	"18"	
"2567"	"Projet de budget général de l'Union européenne - Exercice 2012 - Bloc 4"	""	"Budgets"	""	""	""	""	"&key=0"	""	"2011-10-26"	"663"	"547"	"107"	"9"	
"1739"	"A7-0134/2011 - Jorgo Chatzimarkakis - Am 5"	"2009 discharge: EU general budget, Section III, Commission"	"Budgetary Control"	"DEC/2010/2142"	"CONT/7/03660"	"A7-0134/2011"	""	"http://www.itsyourparliament.eu/api/mep.php?id=140&key=0"	"140"	"2011-05-10"	"655"	"426"	"194"	"35"	
"2346"	"RC-B7-0236/2011 - § 5/3"	"Lessons to be drawn for nuclear safety in Europe following the nuclear accident in Japan"	""	"RSP/2011/2650"	""	"RC-B7-0236/2011"	""	"http://www.itsyourparliament.eu/api/mep.php?id=0&key=0"	"0"	"2011-04-07"	"615"	"283"	"314"	"18"	
"2629"	"A7-0325/2011 - Ingeborg Gräßle et Crescenzio Rivellini - Am 278"	"Financial Regulation and Implementing Rules applicable to the annual budget of the Union (repeal. Regulation (EC, Euratom) No 1605/2002)"	"Budgets"	"COD/2010/0395"	"BUDG/7/04994"	"A7-0325/2011"	""	"http://www.itsyourparliament.eu/api/mep.php?id=500&key=0"	"500"	"2011-10-26"	"668"	"597"	"70"	"1"	
"2785"	"A7-0426/2011 - Michael Cashman - Proposition modifiée"	""	"Civil Liberties, Justice and Home Affairs"	""	""	"A7-0426/2011"	""	"&key=0"	""	"2011-12-15"	"630"	"397"	"201"	"32"	
"2435"	"A7-0179/2011 - Diogo Feio - Am 7"	"Economic and Monetary Union EMU: implementation of the excessive deficit procedure (amend. Regulation (EC) No 1467/97)"	"Economic and Monetary Affairs"	"CNS/2010/0276"	"ECON/7/04130"	"A7-0179/2011"	""	"http://www.itsyourparliament.eu/api/mep.php?id=250&key=0"	"250"	"2011-09-28"	"665"	"361"	"272"	"32"	
"2357"	"B7-0225/2011 - Am 5"	"Resolution on the 2010 progress report on the former Yugoslav Republic of Macedonia"	""	"RSP/2010/2998"	""	"B7-0225/2011"	""	"http://www.itsyourparliament.eu/api/mep.php?id=0&key=0"	"0"	"2011-04-07"	"612"	"435"	"152"	"25"	
"1437"	"B7-0074/2011 - § 4/2"	"Agreements on trade in bananas"	""	"RSP/2010/2821"	""	"B7-0074/2011"	""	"http://www.itsyourparliament.eu/api/mep.php?id=0&key=0"	"0"	"2011-02-03"	"621"	"501"	"104"	"16"	
"1924"	"RC-B7-0370/2011 - Résolution"	"Resolution on Ukraine: the cases of Yulia Tymoshenko and other members of the former government"	""	"RSP/2011/2714"	""	"RC-B7-0370/2011"	""	"http://www.itsyourparliament.eu/api/mep.php?id=0&key=0"	"0"	"2011-06-09"	"60"	"37"	"16"	"7"	
"1873"	"A7-0172/2011 - Richard Falbr - § 28"	"External dimension of social policy, promoting labour and social standards and the European Corporate Social Responsibility"	"Employment and Social Affairs"	"INI/2010/2205"	"EMPL/7/03809"	"A7-0172/2011"	""	"http://www.itsyourparliament.eu/api/mep.php?id=397&key=0"	"397"	"2011-06-08"	"673"	"561"	"75"	"37"	
"2138"	"A7-0111/2011 - Miroslav Mikolášik - Vote unique"	"Report 2010 on the implementation of the Cohesion Policy programmes for 2007-2013"	"Regional Development"	"INI/2010/2139"	"REGI/7/03588"	"A7-0111/2011"	""	"http://www.itsyourparliament.eu/api/mep.php?id=322&key=0"	"322"	"2011-06-23"	"674"	"601"	"61"	"12"	
"2649"	"A7-0373/2011 - Emma McClarkin - Résolution"	"Implementation of the Professional Qualifications Directive 2005/36/EC"	"Internal Market and Consumer Protection"	"INI/2011/2024"	"IMCO/7/05174"	"A7-0373/2011"	""	"http://www.itsyourparliament.eu/api/mep.php?id=427&key=0"	"427"	"2011-11-15"	"643"	"463"	"163"	"17"	
"1535"	"A7-0033/2011 - Christel Schaldemose - Vote unique"	"Revision of the General Product Safety Directive and Market Surveillance"	"Internal Market and Consumer Protection"	"INI/2010/2085"	"IMCO/7/03134"	"A7-0033/2011"	""	"http://www.itsyourparliament.eu/api/mep.php?id=81&key=0"	"81"	"2011-03-08"	"646"	"628"	"11"	"7"	
"2244"	"A7-0238/2011 - Reimer Böge - Vote unique"	"Mobilisation of the EU Solidarity Fund: flooding in Slovenia, Croatia and Czech Republic in 2010"	"Budgets"	"BUD/2011/2060"	"BUDG/7/05708"	"A7-0238/2011"	""	"http://www.itsyourparliament.eu/api/mep.php?id=226&key=0"	"226"	"2011-07-05"	"665"	"644"	"16"	"5"	
"1916"	"A7-0193/2011 - Salvador Garriga Polledo - Am 60"	"Investing in the future: a new Multiannual Financial Framework (MFF) for a competitive, sustainable and inclusive Europe"	"EU policy challenges and budgetary resources after 2013"	"INI/2010/2211"	"SURE/7/03833"	"A7-0193/2011"	""	"http://www.itsyourparliament.eu/api/mep.php?id=476&key=0"	"476"	"2011-06-08"	"668"	"382"	"267"	"19"	
"1733"	"A7-0134/2011 - Jorgo Chatzimarkakis - Am 3"	"2009 discharge: EU general budget, Section III, Commission"	"Budgetary Control"	"DEC/2010/2142"	"CONT/7/03660"	"A7-0134/2011"	""	"http://www.itsyourparliament.eu/api/mep.php?id=140&key=0"	"140"	"2011-05-10"	"649"	"87"	"513"	"49"	
"2801"	"A7-0427/2011 - George Sabin Cutaş - Am 2"	""	"International Trade"	""	""	"A7-0427/2011"	""	"&key=0"	""	"2011-12-15"	"614"	"246"	"365"	"3"	
"2741"	"A7-0406/2011 - Matteo Salvini - § 44"	""	"Internal Market and Consumer Protection"	""	""	"A7-0406/2011"	""	"&key=0"	""	"2011-12-01"	"553"	"296"	"250"	"7"	
"2262"	"A7-0170/2011 - Corinne Lepage - Résolution législative"	"Genetically modified organisms GMOs: possibility for the Member States to restrict or prohibit the cultivation of GMOs in their territory (amend. Directive 2001/18/EC)"	"Environment, Public Health and Food Safety"	"COD/2010/0208"	"ENVI/7/03483"	"A7-0170/2011"	""	"http://www.itsyourparliament.eu/api/mep.php?id=161&key=0"	"161"	"2011-07-05"	"663"	"548"	"84"	"31"	
"1559"	"A7-0032/2011 - Edite Estrela - § 57/2"	"Reducing health inequalities in the EU"	"Environment, Public Health and Food Safety"	"INI/2010/2089"	"ENVI/7/02651"	"A7-0032/2011"	""	"http://www.itsyourparliament.eu/api/mep.php?id=380&key=0"	"380"	"2011-03-08"	"669"	"628"	"35"	"6"	
"2682"	"A7-0366/2011 - Piotr Borys - § 92"	"European cinema in the digital era"	"Culture and Education"	"INI/2010/2306"	"CULT/7/04819"	"A7-0366/2011"	""	"http://www.itsyourparliament.eu/api/mep.php?id=228&key=0"	"228"	"2011-11-16"	"630"	"553"	"72"	"5"	
"1679"	"A7-0050/2011 - Cătălin Sorin Ivan - Am 1"	"Protection of the Communities' financial interests – Fight against fraud – Annual report 2009"	"Budgetary Control"	"INI/2010/2247"	"CONT/7/04352"	"A7-0050/2011"	""	"http://www.itsyourparliament.eu/api/mep.php?id=382&key=0"	"382"	"2011-04-06"	"671"	"136"	"526"	"9"	
"1776"	"A7-0136/2011 - Crescenzio Rivellini - Am 9"	"2009 discharge: EU general budget, Economic and Social Committee"	"Budgetary Control"	"DEC/2010/2147"	"CONT/7/03968"	"A7-0136/2011"	""	"http://www.itsyourparliament.eu/api/mep.php?id=500&key=0"	"500"	"2011-05-10"	"657"	"81"	"540"	"36"	
"2702"	"A7-0362/2011 - Isabella Lövin - § 13/2"	"Combating illegal fishing at the global level - the role of the EU"	"Fisheries"	"INI/2010/2210"	"PECH/7/03557"	"A7-0362/2011"	""	"http://www.itsyourparliament.eu/api/mep.php?id=571&key=0"	"571"	"2011-11-17"	"556"	"411"	"125"	"20"	
"2293"	"A7-0206/2011 - Charles Goerens - Résolution"	"Future of EU budget support to developing countries"	"Development"	"INI/2010/2300"	"DEVE/7/04394"	"A7-0206/2011"	""	"http://www.itsyourparliament.eu/api/mep.php?id=145&key=0"	"145"	"2011-07-05"	"653"	"614"	"20"	"19"	
"1561"	"A7-0032/2011 - Edite Estrela - Considérant D"	"Reducing health inequalities in the EU"	"Environment, Public Health and Food Safety"	"INI/2010/2089"	"ENVI/7/02651"	"A7-0032/2011"	""	"http://www.itsyourparliament.eu/api/mep.php?id=380&key=0"	"380"	"2011-03-08"	"661"	"628"	"25"	"8"	
"2429"	"A7-0182/2011 - Carl Haglund - Am 4"	"Euro area: enforcement measures to correct excessive macroeconomic imbalances"	"Economic and Monetary Affairs"	"COD/2010/0279"	"ECON/7/04118"	"A7-0182/2011"	""	"http://www.itsyourparliament.eu/api/mep.php?id=146&key=0"	"146"	"2011-09-28"	"661"	"396"	"66"	"199"	
"2730"	"B7-0615/2011 - § 10/2"	""	""	""	""	"B7-0615/2011"	""	"&key=0"	""	"2011-12-01"	"617"	"553"	"42"	"22"	
"1799"	"A7-0053/2011 - Vital Moreira - Résolution législative"	"Georgia: further macro-financial assistance"	"International Trade"	"COD/2010/0390"	"INTA/7/05022"	"A7-0053/2011"	""	"http://www.itsyourparliament.eu/api/mep.php?id=700&key=0"	"700"	"2011-05-10"	"537"	"496"	"30"	"11"	
"2700"	"A7-0362/2011 - Isabella Lövin - § 12/2"	"Combating illegal fishing at the global level - the role of the EU"	"Fisheries"	"INI/2010/2210"	"PECH/7/03557"	"A7-0362/2011"	""	"http://www.itsyourparliament.eu/api/mep.php?id=571&key=0"	"571"	"2011-11-17"	"566"	"417"	"148"	"1"	
"2391"	"A7-0290/2011 - Vicky Ford - § 76/1"	"Facing the challenge of the safety of offshore oil and gas activities"	"Industry, Research and Energy"	"INI/2011/2072"	"ITRE/7/04889"	"A7-0290/2011"	""	"http://www.itsyourparliament.eu/api/mep.php?id=643&key=0"	"643"	"2011-09-13"	"673"	"658"	"15"	"0"	
"2467"	"A7-0349/2011 - Antonio López-Istúriz White - Vote unique"	"Car industry: tyres for motor vehicles and their trailers, fitting (repeal. Directive 92/23/EEC). Codification"	"Legal Affairs"	"COD/2011/0053"	"JURI/7/05626"	"A7-0349/2011"	""	"http://www.itsyourparliament.eu/api/mep.php?id=307&key=0"	"307"	"2011-10-25"	"642"	"625"	"6"	"11"	
"2437"	"A7-0179/2011 - Diogo Feio - Résolution législative"	"Economic and Monetary Union EMU: implementation of the excessive deficit procedure (amend. Regulation (EC) No 1467/97)"	"Economic and Monetary Affairs"	"CNS/2010/0276"	"ECON/7/04130"	"A7-0179/2011"	""	"http://www.itsyourparliament.eu/api/mep.php?id=250&key=0"	"250"	"2011-09-28"	"668"	"363"	"268"	"37"	
"2798"	"A7-0427/2011 - George Sabin Cutaş - Am 3"	""	"International Trade"	""	""	"A7-0427/2011"	""	"&key=0"	""	"2011-12-15"	"608"	"253"	"346"	"9"	
"1446"	"A7-0003/2011 - Francesca Balzani - Am 1"	"Trade in bananas: tariff rates (repeal. Regulation (EC) No 1964/2005)"	"International Trade"	"COD/2010/0056"	"INTA/7/02527"	"A7-0003/2011"	""	"http://www.itsyourparliament.eu/api/mep.php?id=520&key=0"	"520"	"2011-02-03"	"640"	"577"	"42"	"21"	
"2229"	"A7-0202/2011 - Albert Deß - Am 7"	"CAP towards 2020: meeting the food, natural resources and territorial challenges of the future"	"Agriculture and Rural Development"	"INI/2011/2051"	"AGRI/7/04498"	"A7-0202/2011"	""	"http://www.itsyourparliament.eu/api/mep.php?id=247&key=0"	"247"	"2011-06-23"	"607"	"107"	"492"	"8"	
"1435"	"B7-0074/2011 - § 3"	"Agreements on trade in bananas"	""	"RSP/2010/2821"	""	"B7-0074/2011"	""	"http://www.itsyourparliament.eu/api/mep.php?id=0&key=0"	"0"	"2011-02-03"	"641"	"511"	"116"	"14"	
"2319"	"A7-0228/2011 - Pervenche Berès - Am 30"	"Financial, economic and social crisis: recommendations concerning the measures and initiatives to be taken. Final report"	"The financial, economic and social crisis"	"INI/2010/2242"	"CRIS/7/04317"	"A7-0228/2011"	""	"http://www.itsyourparliament.eu/api/mep.php?id=30&key=0"	"30"	"2011-07-06"	"670"	"283"	"380"	"7"	
"2761"	"A7-0428/2011 - Krzysztof Lisek - § 3/1"	""	"Foreign Affairs"	""	""	"A7-0428/2011"	""	"&key=0"	""	"2011-12-14"	"698"	"452"	"219"	"27"	
"1681"	"A7-0062/2011 - Marietta Giannakou - § 8"	"Application of Regulation 2004/2003 on the regulations governing political parties at European level and the rules regarding their funding"	"Constitutional Affairs"	"INI/2010/2201"	"AFCO/7/03795"	"A7-0062/2011"	""	"http://www.itsyourparliament.eu/api/mep.php?id=684&key=0"	"684"	"2011-04-06"	"670"	"533"	"123"	"14"	
"2579"	"Projet de budget général de l'Union européenne - Exercice 2012 - Am 1243/2"	""	"Budgets"	""	""	""	""	"&key=0"	""	"2011-10-26"	"665"	"541"	"109"	"15"	
"1899"	"A7-0193/2011 - Salvador Garriga Polledo - Am 37 S"	"Investing in the future: a new Multiannual Financial Framework (MFF) for a competitive, sustainable and inclusive Europe"	"EU policy challenges and budgetary resources after 2013"	"INI/2010/2211"	"SURE/7/03833"	"A7-0193/2011"	""	"http://www.itsyourparliament.eu/api/mep.php?id=476&key=0"	"476"	"2011-06-08"	"673"	"282"	"353"	"38"	
"1560"	"A7-0032/2011 - Edite Estrela - § 77"	"Reducing health inequalities in the EU"	"Environment, Public Health and Food Safety"	"INI/2010/2089"	"ENVI/7/02651"	"A7-0032/2011"	""	"http://www.itsyourparliament.eu/api/mep.php?id=380&key=0"	"380"	"2011-03-08"	"672"	"551"	"100"	"21"	
"1883"	"A7-0164/2011 - Diana Wallis - § 20/3"	"Policy options for progress towards a European contract law for consumers and businesses"	"Legal Affairs"	"INI/2011/2013"	"JURI/7/04633"	"A7-0164/2011"	""	"http://www.itsyourparliament.eu/api/mep.php?id=179&key=0"	"179"	"2011-06-08"	"668"	"570"	"83"	"15"	
"2299"	"A7-0239/2011 - Proinsias De Rossa - § 63/1"	"Future for social services of general interest"	"Employment and Social Affairs"	"INI/2009/2222"	"EMPL/7/01750"	"A7-0239/2011"	""	"http://www.itsyourparliament.eu/api/mep.php?id=692&key=0"	"692"	"2011-07-05"	"637"	"572"	"65"	"0"	
"1780"	"A7-0139/2011 - Crescenzio Rivellini - Am 1"	"2009 discharge: EU general budget, Committee of the Regions"	"Budgetary Control"	"DEC/2010/2148"	"CONT/7/03988"	"A7-0139/2011"	""	"http://www.itsyourparliament.eu/api/mep.php?id=500&key=0"	"500"	"2011-05-10"	"651"	"99"	"523"	"29"	
"1832"	"A7-0168/2011 - Gabriele Albertini - § 85/2"	"Annual report from the Council to the European Parliament on the main aspects and basic choices of the Common Foreign and Security Policy (CFSP) in 2009, presented to the European Parliament in application of Part II, Section G, paragraph 43 of the Inter-"	"Foreign Affairs"	"INI/2010/2124"	"AFET/7/03499"	"A7-0168/2011"	""	"http://www.itsyourparliament.eu/api/mep.php?id=213&key=0"	"213"	"2011-05-11"	"654"	"478"	"167"	"9"	
"1485"	"A7-0025/2011 - Ria Oomen-Ruijten - § 8"	"Towards adequate, sustainable and safe European pension systems"	"Employment and Social Affairs"	"INI/2010/2239"	"EMPL/7/04202"	"A7-0025/2011"	""	"http://www.itsyourparliament.eu/api/mep.php?id=612&key=0"	"612"	"2011-02-16"	"656"	"352"	"288"	"16"	
"1875"	"A7-0164/2011 - Diana Wallis - Am 5"	"Policy options for progress towards a European contract law for consumers and businesses"	"Legal Affairs"	"INI/2011/2013"	"JURI/7/04633"	"A7-0164/2011"	""	"http://www.itsyourparliament.eu/api/mep.php?id=179&key=0"	"179"	"2011-06-08"	"674"	"109"	"536"	"29"	
"2414"	"A7-0077/2011 - Sophie Auconie - Vote unique"	"Professional cross-border transportation of euro cash by road between euro-area Member States. Extension of scope of Regulation (EU) No xx/yy"	"Economic and Monetary Affairs"	"APP/2010/0206"	"ECON/7/03542"	"A7-0077/2011"	""	"http://www.itsyourparliament.eu/api/mep.php?id=646&key=0"	"646"	"2011-09-27"	"656"	"626"	"23"	"7"	
"2310"	"RC-B7-0381/2011 - Am 1/2"	"Resolution on the Commission Work Programme 2012"	""	"RSP/2011/2627"	""	"RC-B7-0381/2011"	""	"http://www.itsyourparliament.eu/api/mep.php?id=0&key=0"	"0"	"2011-07-06"	"678"	"302"	"368"	"8"	
"2276"	"A7-0219/2011 - Bas Eickhout - Am 6"	"Analysis of options to move beyond 20% greenhouse gas emission reductions and assessing the risk of carbon leakage"	"Environment, Public Health and Food Safety"	"INI/2011/2012"	"ENVI/7/03759"	"A7-0219/2011"	""	"http://www.itsyourparliament.eu/api/mep.php?id=113&key=0"	"113"	"2011-07-05"	"662"	"326"	"322"	"14"	
"2208"	"A7-0214/2011 - Romana Jordan Cizelj - Am 63"	"Management of spent fuel and radioactive waste: EU legal framework"	"Industry, Research and Energy"	"NLE/2010/0306"	"ITRE/7/04422"	"A7-0214/2011"	""	"http://www.itsyourparliament.eu/api/mep.php?id=610&key=0"	"610"	"2011-06-23"	"599"	"531"	"57"	"11"	
"2464"	"A7-0243/2010 - Vital Moreira - Résolution législative"	"Exceptional trade measures for countries and territories participating in or linked to the Stabilisation and Association process (amend. Regulation (EC) No 1215/2009)"	"International Trade"	"COD/2010/0036"	"INTA/7/02328"	"A7-0243/2010"	""	"http://www.itsyourparliament.eu/api/mep.php?id=700&key=0"	"700"	"2011-10-13"	"643"	"605"	"20"	"18"	
"2334"	"A7-0231/2011 - Véronique De Keyser - Résolution"	"EU external policies in favour of democratisation"	"Foreign Affairs"	"INI/2011/2032"	"AFET/7/05331"	"A7-0231/2011"	""	"http://www.itsyourparliament.eu/api/mep.php?id=528&key=0"	"528"	"2011-07-07"	"622"	"537"	"24"	"61"	
"1852"	"A7-0181/2011 - María Muñiz De Urquiza - Résolution"	"EU as a global actor: its role in multilateral organisations"	"Foreign Affairs"	"INI/2010/2298"	"AFET/7/04794"	"A7-0181/2011"	""	"http://www.itsyourparliament.eu/api/mep.php?id=383&key=0"	"383"	"2011-05-11"	"601"	"492"	"93"	"16"	
"1468"	"A7-0018/2011 - Eva Joly - Vote unique"	"EC/South Africa Agreement on Trade, Development and Cooperation: amending the 1999 Agreement"	"Development"	"NLE/2010/0119"	"DEVE/7/02944"	"A7-0018/2011"	""	"http://www.itsyourparliament.eu/api/mep.php?id=120&key=0"	"120"	"2011-02-15"	"551"	"521"	"4"	"26"	
"2685"	"A7-0163/2011 - Georgios Koumoutsakos - Résolution législative"	"Integrated Maritime Policy: programme to support the further development"	"Transport and Tourism"	"COD/2010/0257"	"TRAN/7/04100"	"A7-0163/2011"	""	"http://www.itsyourparliament.eu/api/mep.php?id=730&key=0"	"730"	"2011-11-17"	"588"	"541"	"33"	"14"	
"1600"	"A7-0043/2011 - Lívia Járóka - § 40"	"EU strategy on Roma inclusion"	"Civil Liberties, Justice and Home Affairs"	"INI/2010/2276"	"LIBE/7/04584"	"A7-0043/2011"	""	"http://www.itsyourparliament.eu/api/mep.php?id=609&key=0"	"609"	"2011-03-09"	"653"	"606"	"34"	"13"	
"2726"	"A7-0386/2011 - Carlo Casini - Proposition de décision"	""	"Constitutional Affairs"	""	""	"A7-0386/2011"	""	"&key=0"	""	"2011-12-01"	"627"	"619"	"2"	"6"	
"1416"	"A7-0371/2010 - Yannick Jadot - Vote unique"	"EU/Cameroon Voluntary Partnership Agreement: forest law enforcement, governance and trade in timber and derived products to the EU (FLEGT)"	"International Trade"	"NLE/2010/0217"	"INTA/7/03546"	"A7-0371/2010"	""	"http://www.itsyourparliament.eu/api/mep.php?id=569&key=0"	"569"	"2011-01-19"	"672"	"650"	"14"	"8"	
"1556"	"A7-0032/2011 - Edite Estrela - § 29/2"	"Reducing health inequalities in the EU"	"Environment, Public Health and Food Safety"	"INI/2010/2089"	"ENVI/7/02651"	"A7-0032/2011"	""	"http://www.itsyourparliament.eu/api/mep.php?id=380&key=0"	"380"	"2011-03-08"	"661"	"296"	"343"	"22"	
"2247"	"A7-0241/2011 - Carlos Coelho - Vote unique"	"Area of freedom, security and justice: Agency for the operational management of large-scale IT systems"	"Civil Liberties, Justice and Home Affairs"	"COD/2009/0089"	"LIBE/7/00013"	"A7-0241/2011"	""	"http://www.itsyourparliament.eu/api/mep.php?id=239&key=0"	"239"	"2011-07-05"	"669"	"607"	"48"	"14"	
"2616"	"A7-0325/2011 - Ingeborg Gräßle et Crescenzio Rivellini - Ams 262=267"	"Financial Regulation and Implementing Rules applicable to the annual budget of the Union (repeal. Regulation (EC, Euratom) No 1605/2002)"	"Budgets"	"COD/2010/0395"	"BUDG/7/04994"	"A7-0325/2011"	""	"http://www.itsyourparliament.eu/api/mep.php?id=500&key=0"	"500"	"2011-10-26"	"666"	"650"	"15"	"1"	
"1781"	"A7-0139/2011 - Crescenzio Rivellini - Am 3"	"2009 discharge: EU general budget, Committee of the Regions"	"Budgetary Control"	"DEC/2010/2148"	"CONT/7/03988"	"A7-0139/2011"	""	"http://www.itsyourparliament.eu/api/mep.php?id=500&key=0"	"500"	"2011-05-10"	"644"	"439"	"197"	"8"	
"2283"	"A7-0219/2011 - Bas Eickhout - Résolution"	"Analysis of options to move beyond 20% greenhouse gas emission reductions and assessing the risk of carbon leakage"	"Environment, Public Health and Food Safety"	"INI/2011/2012"	"ENVI/7/03759"	"A7-0219/2011"	""	"http://www.itsyourparliament.eu/api/mep.php?id=113&key=0"	"113"	"2011-07-05"	"668"	"258"	"347"	"63"	
"2703"	"A7-0362/2011 - Isabella Lövin - § 33"	"Combating illegal fishing at the global level - the role of the EU"	"Fisheries"	"INI/2010/2210"	"PECH/7/03557"	"A7-0362/2011"	""	"http://www.itsyourparliament.eu/api/mep.php?id=571&key=0"	"571"	"2011-11-17"	"560"	"495"	"54"	"11"	
"1543"	"A7-0036/2011 - Anni Podimata - Résolution"	"Innovative financing at a global and European level"	"Economic and Monetary Affairs"	"INI/2010/2105"	"ECON/7/03071"	"A7-0036/2011"	""	"http://www.itsyourparliament.eu/api/mep.php?id=702&key=0"	"702"	"2011-03-08"	"674"	"529"	"127"	"18"	
"2637"	"RC-B7-0540/2011 - Résolution"	"Resolution on Tibet, in particular self-immolation by nuns and monks"	""	"RSP/2011/2874"	""	"RC-B7-0540/2011"	""	"http://www.itsyourparliament.eu/api/mep.php?id=0&key=0"	"0"	"2011-10-27"	"55"	"51"	"0"	"4"	
