"Vote" "Order" "X" "Date" "Title" "Procedure" "Leg.NonLeg" "Policy.Area" "RCV" "Result" "Yaes" "Nays" "Abstentions" "Period" "ALDE" "EPP_ED" "SOC" "CoalAE" "CoalAS" "CoalES"
"164" 164 11 7 2004-12-15 "EU drugs strategy (2005-2012)" "INI" "Non" "Civil liberties, justice & home affairs" "RCV" "+" "518" 62 8 "2004-09-01" 1 1 1 1 1 1
"165" 165 11 8 2004-12-15 "EU drugs strategy (2005-2012)" "INI" "Non" "Civil liberties, justice & home affairs" "RCV" "+" "285" 273 23 "2004-09-01" 1 0 1 0 1 0
"166" 166 12 1 2004-12-16 "Rejection of the draft general budg" "BUD" "Bud" "Budget" "RCV" "-" "52" 496 1 "2004-09-01" 0 0 0 1 1 1
"167" 167 12 1 2004-12-16 "2005 draft general budget, modified" "BUD" "Bud" "Budget" "RCV" "-" "43" 523 7 "2004-09-01" 0 0 0 1 1 1
"168" 168 12 2 2004-12-16 "2005 draft general budget, modified" "BUD" "Bud" "Budget" "RCV" "+" "457" 112 4 "2004-09-01" 1 1 1 1 1 1
"169" 169 12 3 2004-12-16 "2005 draft general budget, modified" "BUD" "Bud" "Budget" "RCV" "+" "495" 76 5 "2004-09-01" 1 1 1 1 1 1
"170" 170 12 4 2004-12-16 "2005 draft general budget, modified" "BUD" "Bud" "Budget" "RCV" "+" "496" 81 3 "2004-09-01" 1 1 1 1 1 1
"171" 171 12 5 2004-12-16 "2005 draft general budget, modified" "BUD" "Bud" "Budget" "RCV" "+" "464" 84 25 "2004-09-01" 1 1 1 1 1 1
"172" 172 12 6 2004-12-16 "2005 draft general budget, modified" "BUD" "Bud" "Budget" "RCV" "-" "365" 173 44 "2004-09-01" 1 1 1 1 1 1
"173" 173 12 7 2004-12-16 "2005 draft general budget, modified" "BUD" "Bud" "Budget" "RCV" "+" "462" 113 5 "2004-09-01" 1 1 1 1 1 1
"174" 174 12 8 2004-12-16 "2005 draft general budget, modified" "BUD" "Bud" "Budget" "RCV" "+" "506" 51 14 "2004-09-01" 1 1 1 1 1 1
"175" 175 12 9 2004-12-16 "2005 draft general budget, modified" "BUD" "Bud" "Budget" "RCV" "+" "458" 74 49 "2004-09-01" 1 1 1 1 1 1
"176" 176 12 10 2004-12-16 "2005 draft general budget, modified" "BUD" "Bud" "Budget" "RCV" "+" "464" 115 7 "2004-09-01" 1 1 1 1 1 1
"177" 177 12 11 2004-12-16 "2005 draft general budget, modified" "BUD" "Bud" "Budget" "RCV" "-" "45" 531 16 "2004-09-01" 0 0 0 1 1 1
"178" 178 12 12 2004-12-16 "2005 draft general budget, modified" "BUD" "Bud" "Budget" "RCV" "+" "500" 77 12 "2004-09-01" 1 1 1 1 1 1
"179" 179 12 13 2004-12-16 "2005 draft general budget, modified" "BUD" "Bud" "Budget" "RCV" "+" "523" 52 14 "2004-09-01" 1 1 1 1 1 1
"180" 180 12 14 2004-12-16 "2005 draft general budget, modified" "BUD" "Bud" "Budget" "RCV" "+" "507" 78 6 "2004-09-01" 1 1 1 1 1 1
"181" 181 12 15 2004-12-16 "2005 draft general budget, modified" "BUD" "Bud" "Budget" "RCV" "+" "524" 55 10 "2004-09-01" 1 1 1 1 1 1
"182" 182 12 1 2004-12-16 "2006 draft general budget, modified" "BUD" "Bud" "Budget" "RCV" "-" "156" 400 27 "2004-09-01" 0 0 0 1 1 1
"183" 183 12 2 2004-12-16 "2006 draft general budget, modified" "BUD" "Bud" "Budget" "RCV" "+" "477" 106 5 "2004-09-01" 1 1 1 1 1 1
"184" 184 12 1 2004-12-16 "Application of Article 251 of the E" "CNS" "Leg" "Civil liberties, justice & home affairs" "RCV" "+" "502" 62 20 "2004-09-01" 1 1 1 1 1 1
"185" 185 12 1 2004-12-16 "Extension of the Community action p" "CNS" "Leg" "Environment & public health" "RCV" "+" "562" 16 7 "2004-09-01" 1 1 1 1 1 1
"186" 186 12 1 2004-12-16 "Protection of deep-water coral reef" "CNS" "Leg" "Fisheries" "RCV" "+" "376" 170 27 "2004-09-01" 1 0 1 0 1 0
"187" 187 12 2 2004-12-16 "Protection of deep-water coral reef" "CNS" "Leg" "Fisheries" "RCV" "-" "148" 405 18 "2004-09-01" 0 0 0 1 1 1
"188" 188 12 3 2004-12-16 "Protection of deep-water coral reef" "CNS" "Leg" "Fisheries" "RCV" "-" "206" 359 18 "2004-09-01" 1 0 0 0 0 1
"189" 189 12 4 2004-12-16 "Protection of deep-water coral reef" "CNS" "Leg" "Fisheries" "RCV" "+" "556" 10 9 "2004-09-01" 1 1 1 1 1 1
"190" 190 12 5 2004-12-16 "Protection of deep-water coral reef" "CNS" "Non" "Fisheries" "RCV" "+" "564" 8 6 "2004-09-01" 1 1 1 1 1 1
"191" 191 12 1 2004-12-16 "Strategic political orientations" "RSP" "Non" "Constitutional and inter-institutional affairs" "RCV" "-" "85" 320 26 "2004-09-01" 0 0 1 1 0 0
"192" 192 12 2 2004-12-16 "Strategic political orientations" "RSP" "Non" "Constitutional and inter-institutional affairs" "RCV" "-" "93" 300 39 "2004-09-01" 0 0 1 1 0 0
"193" 193 12 3 2004-12-16 "Strategic political orientations" "RSP" "Non" "Constitutional and inter-institutional affairs" "RCV" "-" "89" 320 26 "2004-09-01" 0 0 1 1 0 0
"194" 194 12 4 2004-12-16 "Strategic political orientations" "RSP" "Non" "Constitutional and inter-institutional affairs" "RCV" "-" "126" 312 20 "2004-09-01" 0 0 1 1 0 0
"195" 195 12 5 2004-12-16 "Strategic political orientations" "RSP" "Non" "Constitutional and inter-institutional affairs" "RCV" "-" "83" 322 28 "2004-09-01" 0 0 0 1 1 1
"196" 196 12 6 2004-12-16 "Strategic political orientations" "RSP" "Non" "Constitutional and inter-institutional affairs" "RCV" "-" "78" 320 26 "2004-09-01" 0 0 0 1 1 1
"197" 197 12 7 2004-12-16 "Strategic political orientations" "RSP" "Non" "Constitutional and inter-institutional affairs" "RCV" "+" "284" 154 17 "2004-09-01" 1 1 0 1 0 0
"198" 198 12 1 2004-12-16 "Bulgaria's progress towards accessi" "INI" "Non" "Foreign & security policy" "RCV" "+" "498" 26 30 "2004-09-01" 1 1 1 1 1 1
"199" 199 12 2 2004-12-16 "Bulgaria's progress towards accessi" "INI" "Non" "Foreign & security policy" "RCV" "+" "527" 19 21 "2004-09-01" 1 1 1 1 1 1
"200" 200 12 1 2004-12-16 "Romania's progress towards accessio" "INI" "Non" "Foreign & security policy" "RCV" "-" "106" 406 22 "2004-09-01" 0 0 0 1 1 1
"201" 201 12 2 2004-12-16 "Romania's progress towards accessio" "INI" "Non" "Foreign & security policy" "RCV" "-" "113" 414 28 "2004-09-01" 0 0 0 1 1 1
"202" 202 12 3 2004-12-16 "Romania's progress towards accessio" "INI" "Non" "Foreign & security policy" "RCV" "-" "218" 320 17 "2004-09-01" 1 0 0 0 0 1
"203" 203 12 4 2004-12-16 "Romania's progress towards accessio" "INI" "Non" "Foreign & security policy" "RCV" "-" "144" 389 20 "2004-09-01" 0 0 0 1 1 1
"204" 204 12 5 2004-12-16 "Romania's progress towards accessio" "INI" "Non" "Foreign & security policy" "RCV" "-" "141" 388 18 "2004-09-01" 0 0 0 1 1 1
"205" 205 12 6 2004-12-16 "Romania's progress towards accessio" "INI" "Non" "Foreign & security policy" "RCV" "-" "205" 329 16 "2004-09-01" 1 0 0 0 0 1
"206" 206 12 7 2004-12-16 "Romania's progress towards accessio" "INI" "Non" "Foreign & security policy" "RCV" "-" "162" 355 20 "2004-09-01" 0 0 0 1 1 1
"207" 207 12 8 2004-12-16 "Romania's progress towards accessio" "INI" "Non" "Foreign & security policy" "RCV" "-" "135" 380 18 "2004-09-01" 0 0 0 1 1 1
"208" 208 12 1 2004-12-16 "Zimbabwe" "RSP" "Non" "Foreign & security policy" "RCV" "+" "76" 0 1 "2004-09-01" 1 1 1 1 1 1
"209" 209 1 1 2005-01-11 "PEACE programme" "AVC" "Leg" "Regional development" "RCV" "+" "598" 15 18 "2004-09-01" 1 1 1 1 1 1
"210" 210 2 1 2005-01-12 "Constitution for Europe" "INI" "Non" "Constitutional and inter-institutional affairs" "RCV" "-" "33" 602 42 "2004-09-01" 0 0 0 1 1 1
"211" 211 2 2 2005-01-12 "Constitution for Europe" "INI" "Non" "Constitutional and inter-institutional affairs" "RCV" "+" "514" 135 25 "2004-09-01" 1 1 1 1 1 1
"212" 212 2 3 2005-01-12 "Constitution for Europe" "INI" "Non" "Constitutional and inter-institutional affairs" "RCV" "+" "540" 83 47 "2004-09-01" 1 1 1 1 1 1
"213" 213 2 4 2005-01-12 "Constitution for Europe" "INI" "Non" "Constitutional and inter-institutional affairs" "RCV" "-" "276" 384 19 "2004-09-01" 0 1 0 0 1 0
"214" 214 2 5 2005-01-12 "Constitution for Europe" "INI" "Non" "Constitutional and inter-institutional affairs" "RCV" "+" "538" 116 21 "2004-09-01" 1 1 1 1 1 1
"215" 215 2 6 2005-01-12 "Constitution for Europe" "INI" "Non" "Constitutional and inter-institutional affairs" "RCV" "+" "494" 157 19 "2004-09-01" 1 1 1 1 1 1
"216" 216 2 7 2005-01-12 "Constitution for Europe" "INI" "Non" "Constitutional and inter-institutional affairs" "RCV" "+" "523" 130 20 "2004-09-01" 1 1 1 1 1 1
"217" 217 2 8 2005-01-12 "Constitution for Europe" "INI" "Non" "Constitutional and inter-institutional affairs" "RCV" "+" "525" 115 26 "2004-09-01" 1 1 1 1 1 1
"218" 218 2 9 2005-01-12 "Constitution for Europe" "INI" "Non" "Constitutional and inter-institutional affairs" "RCV" "+" "548" 111 18 "2004-09-01" 1 1 1 1 1 1
"219" 219 2 10 2005-01-12 "Constitution for Europe" "INI" "Non" "Constitutional and inter-institutional affairs" "RCV" "+" "522" 125 18 "2004-09-01" 1 1 1 1 1 1
"220" 220 2 11 2005-01-12 "Constitution for Europe" "INI" "Non" "Constitutional and inter-institutional affairs" "RCV" "-" "72" 548 52 "2004-09-01" 0 0 0 1 1 1
"221" 221 2 12 2005-01-12 "Constitution for Europe" "INI" "Non" "Constitutional and inter-institutional affairs" "RCV" "-" "46" 580 37 "2004-09-01" 0 0 0 1 1 1
"222" 222 2 13 2005-01-12 "Constitution for Europe" "INI" "Non" "Constitutional and inter-institutional affairs" "RCV" "+" "535" 110 19 "2004-09-01" 1 1 1 1 1 1
"223" 223 2 14 2005-01-12 "Constitution for Europe" "INI" "Non" "Constitutional and inter-institutional affairs" "RCV" "+" "498" 147 21 "2004-09-01" 1 1 1 1 1 1
"224" 224 2 15 2005-01-12 "Constitution for Europe" "INI" "Non" "Constitutional and inter-institutional affairs" "RCV" "-" "48" 594 33 "2004-09-01" 0 0 0 1 1 1
"225" 225 2 16 2005-01-12 "Constitution for Europe" "INI" "Non" "Constitutional and inter-institutional affairs" "RCV" "+" "444" 189 40 "2004-09-01" 0 1 1 0 0 1
"226" 226 2 17 2005-01-12 "Constitution for Europe" "INI" "Non" "Constitutional and inter-institutional affairs" "RCV" "-" "77" 558 37 "2004-09-01" 0 0 0 1 1 1
"227" 227 2 18 2005-01-12 "Constitution for Europe" "INI" "Non" "Constitutional and inter-institutional affairs" "RCV" "+" "527" 118 33 "2004-09-01" 1 1 1 1 1 1
"228" 228 2 19 2005-01-12 "Constitution for Europe" "INI" "Non" "Constitutional and inter-institutional affairs" "RCV" "-" "51" 586 38 "2004-09-01" 0 0 0 1 1 1
"229" 229 2 20 2005-01-12 "Constitution for Europe" "INI" "Non" "Constitutional and inter-institutional affairs" "RCV" "-" "53" 583 37 "2004-09-01" 0 0 0 1 1 1
"230" 230 2 21 2005-01-12 "Constitution for Europe" "INI" "Non" "Constitutional and inter-institutional affairs" "RCV" "+" "489" 152 36 "2004-09-01" 1 1 1 1 1 1
"231" 231 2 22 2005-01-12 "Constitution for Europe" "INI" "Non" "Constitutional and inter-institutional affairs" "RCV" "+" "500" 137 40 "2004-09-01" 1 1 1 1 1 1
"232" 232 3 1 2005-01-13 "United Nations Framework Convention" "RSP" "Non" "Environment & public health" "RCV" "+" "492" 64 27 "2004-09-01" 1 1 1 1 1 1
"233" 233 3 2 2005-01-13 "United Nations Framework Convention" "RSP" "Non" "Environment & public health" "RCV" "+" "301" 279 10 "2004-09-01" 1 0 1 0 1 0
"234" 234 3 3 2005-01-13 "United Nations Framework Convention" "RSP" "Non" "Environment & public health" "RCV" "+" "542" 24 20 "2004-09-01" 1 1 1 1 1 1
"235" 235 3 1 2005-01-13 "EU aid for tsunami victims in the I" "RSP" "Non" "Economics" "RCV" "-" "241" 331 14 "2004-09-01" 0 0 1 1 0 0
"236" 236 3 2 2005-01-13 "EU aid for tsunami victims in the I" "RSP" "Non" "Economics" "RCV" "-" "80" 497 10 "2004-09-01" 0 0 0 1 1 1
"237" 237 3 3 2005-01-13 "EU aid for tsunami victims in the I" "RSP" "Non" "Economics" "RCV" "-" "254" 319 16 "2004-09-01" 0 0 1 1 0 0
"238" 238 3 4 2005-01-13 "EU aid for tsunami victims in the I" "RSP" "Non" "Economics" "RCV" "-" "201" 364 22 "2004-09-01" 0 0 1 1 0 0
"239" 239 3 5 2005-01-13 "EU aid for tsunami victims in the I" "RSP" "Non" "Economics" "RCV" "-" "193" 368 25 "2004-09-01" 0 0 1 1 0 0
"240" 240 3 6 2005-01-13 "EU aid for tsunami victims in the I" "RSP" "Non" "Economics" "RCV" "-" "72" 495 12 "2004-09-01" 0 0 0 1 1 1
"241" 241 3 7 2005-01-13 "EU aid for tsunami victims in the I" "RSP" "Non" "Economics" "RCV" "+" "560" 1 19 "2004-09-01" 1 1 1 1 1 1
"242" 242 3 1 2005-01-13 "Transatlantic relations" "RSP" "Non" "Foreign & security policy" "RCV" "-" "225" 326 12 "2004-09-01" 0 0 1 1 0 0
"243" 243 3 2 2005-01-13 "Transatlantic relations" "RSP" "Non" "Foreign & security policy" "RCV" "-" "241" 297 22 "2004-09-01" 0 0 1 1 0 0
"244" 244 3 3 2005-01-13 "Transatlantic relations" "RSP" "Non" "Foreign & security policy" "RCV" "+" "319" 94 151 "2004-09-01" 1 1 0 1 0 0
"245" 245 3 1 2005-01-13 "Debt relief for developing countrie" "RSP" "Non" "International trade" "RCV" "-" "195" 344 21 "2004-09-01" 0 0 1 1 0 0
"246" 246 3 2 2005-01-13 "Debt relief for developing countrie" "RSP" "Non" "International trade" "RCV" "-" "197" 336 23 "2004-09-01" 0 0 1 1 0 0
"247" 247 3 3 2005-01-13 "Debt relief for developing countrie" "RSP" "Non" "International trade" "RCV" "-" "73" 436 36 "2004-09-01" 0 0 0 1 1 1
"248" 248 3 4 2005-01-13 "Debt relief for developing countrie" "RSP" "Non" "International trade" "RCV" "+" "473" 66 14 "2004-09-01" 1 1 1 1 1 1
"249" 249 3 5 2005-01-13 "Debt relief for developing countrie" "RSP" "Non" "International trade" "RCV" "+" "467" 19 7 "2004-09-01" 1 1 1 1 1 1
"250" 250 3 1 2005-01-13 "Tenzin Delek Rinpoché - Tibet" "RSP" "Non" "Foreign & security policy" "RCV" "+" "99" 2 7 "2004-09-01" 1 1 1 1 1 1
"251" 251 3 1 2005-01-13 "Torture in Iran" "RSP" "Non" "Foreign & security policy" "RCV" "+" "104" 2 5 "2004-09-01" 1 1 1 1 1 1
"252" 252 3 1 2005-01-13 "Trafficking of women and children i" "RSP" "Non" "Foreign & security policy" "RCV" "+" "107" 0 1 "2004-09-01" 1 1 1 1 1 1
"253" 253 4 1 2005-01-27 "Holocaust, anti-Semitism and racism" "RSP" "Non" "Foreign & security policy" "RCV" "+" "617" 0 10 "2004-09-01" 1 1 1 1 1 1
"254" 254 5 1 2005-02-22 "Vehicle hand controls, tell-tales a" "RSP" "Non" "International trade" "RCV" "+" "545" 11 19 "2004-09-01" 1 1 1 1 1 1
"255" 255 5 1 2005-02-22 "Competition policy (2003)" "INI" "Non" "Economics" "RCV" "+" "561" 53 24 "2004-09-01" 1 1 1 1 1 1
"256" 256 5 2 2005-02-22 "Competition policy (2003)" "INI" "Non" "Economics" "RCV" "+" "540" 70 30 "2004-09-01" 1 1 1 1 1 1
"257" 257 5 1 2005-02-22 "State aid in the form of public ser" "INI" "Non" "Economics" "RCV" "-" "103" 515 22 "2004-09-01" 0 0 0 1 1 1
"258" 258 5 2 2005-02-22 "State aid in the form of public ser" "INI" "Non" "Economics" "RCV" "+" "483" 114 46 "2004-09-01" 1 1 1 1 1 1
"259" 259 5 3 2005-02-22 "State aid in the form of public ser" "INI" "Non" "Economics" "RCV" "+" "484" 117 41 "2004-09-01" 1 1 1 1 1 1
"260" 260 5 4 2005-02-22 "State aid in the form of public ser" "INI" "Non" "Economics" "RCV" "-" "283" 332 28 "2004-09-01" 0 0 1 1 0 0
"261" 261 5 5 2005-02-22 "State aid in the form of public ser" "INI" "Non" "Economics" "RCV" "-" "277" 327 40 "2004-09-01" 0 0 1 1 0 0
"262" 262 5 6 2005-02-22 "State aid in the form of public ser" "INI" "Non" "Economics" "RCV" "-" "272" 335 33 "2004-09-01" 0 0 1 1 0 0
"263" 263 5 7 2005-02-22 "State aid in the form of public ser" "INI" "Non" "Economics" "RCV" "-" "268" 348 24 "2004-09-01" 0 0 1 1 0 0
"264" 264 5 8 2005-02-22 "State aid in the form of public ser" "INI" "Non" "Economics" "RCV" "-" "288" 334 17 "2004-09-01" 0 0 1 1 0 0
"265" 265 5 9 2005-02-22 "State aid in the form of public ser" "INI" "Non" "Economics" "RCV" "-" "115" 499 24 "2004-09-01" 0 0 0 1 1 1
"266" 266 5 10 2005-02-22 "State aid in the form of public ser" "INI" "Non" "Economics" "RCV" "+" "478" 155 10 "2004-09-01" 1 1 1 1 1 1
"267" 267 5 1 2005-02-22 "Broad economic policy guidelines" "INI" "Non" "Economics" "RCV" "-" "236" 357 16 "2004-09-01" 0 0 1 1 0 0
"268" 268 5 2 2005-02-22 "Broad economic policy guidelines" "INI" "Non" "Economics" "RCV" "-" "119" 506 12 "2004-09-01" 0 0 0 1 1 1
"269" 269 5 3 2005-02-22 "Broad economic policy guidelines" "INI" "Non" "Economics" "RCV" "-" "102" 503 34 "2004-09-01" 0 0 0 1 1 1
"270" 270 5 4 2005-02-22 "Broad economic policy guidelines" "INI" "Non" "Economics" "RCV" "-" "241" 353 49 "2004-09-01" 0 0 1 1 0 0
"271" 271 5 5 2005-02-22 "Broad economic policy guidelines" "INI" "Non" "Economics" "RCV" "-" "232" 356 52 "2004-09-01" 0 0 1 1 0 0
"272" 272 5 6 2005-02-22 "Broad economic policy guidelines" "INI" "Non" "Economics" "RCV" "+" "349" 260 31 "2004-09-01" 1 0 1 0 1 0
"273" 273 5 7 2005-02-22 "Broad economic policy guidelines" "INI" "Non" "Economics" "RCV" "-" "285" 329 23 "2004-09-01" 0 0 1 1 0 0
"274" 274 5 8 2005-02-22 "Broad economic policy guidelines" "INI" "Non" "Economics" "RCV" "+" "529" 49 58 "2004-09-01" 1 1 1 1 1 1
"275" 275 5 9 2005-02-22 "Broad economic policy guidelines" "INI" "Non" "Economics" "RCV" "-" "251" 327 55 "2004-09-01" 0 0 1 1 0 0
"276" 276 5 10 2005-02-22 "Broad economic policy guidelines" "INI" "Non" "Economics" "RCV" "-" "238" 361 37 "2004-09-01" 0 0 1 1 0 0
"277" 277 5 11 2005-02-22 "Broad economic policy guidelines" "INI" "Non" "Economics" "RCV" "+" "321" 261 56 "2004-09-01" 1 0 1 0 1 0
"278" 278 5 12 2005-02-22 "Broad economic policy guidelines" "INI" "Non" "Economics" "RCV" "+" "331" 273 34 "2004-09-01" 1 1 0 1 0 0
"279" 279 5 1 2005-02-22 "Public finances in EMU - 2004" "INI" "Non" "Economics" "RCV" "+" "533" 60 28 "2004-09-01" 1 1 1 1 1 1
"280" 280 5 1 2005-02-22 "Public finances in EMU - 2005" "INI" "Non" "Economics" "RCV" "+" "284" 280 57 "2004-09-01" 1 0 1 0 1 0
"281" 281 5 1 2005-02-22 "Public finances in EMU - 2006" "INI" "Non" "Economics" "RCV" "-" "229" 331 57 "2004-09-01" 0 0 1 1 0 0
"282" 282 6 1 2005-02-23 "Pollution from ships" "COD***II" "Leg" "Transport & tourism" "RCV" "+" "574" 64 3 "2004-09-01" 1 1 1 1 1 1
"283" 283 6 1 2005-02-23 "Driving licences" "COD***I" "Leg" "Transport & tourism" "RCV" "+" "380" 268 4 "2004-09-01" 1 1 0 1 0 0
"284" 284 6 2 2005-02-23 "Driving licences" "COD***I" "Leg" "Transport & tourism" "RCV" "+" "362" 270 17 "2004-09-01" 1 1 0 1 0 0
"285" 285 6 3 2005-02-23 "Driving licences" "COD***I" "Leg" "Transport & tourism" "RCV" "+" "377" 264 18 "2004-09-01" 1 1 0 1 0 0
"286" 286 6 4 2005-02-23 "Driving licences" "COD***I" "Leg" "Transport & tourism" "RCV" "-" "254" 389 16 "2004-09-01" 0 1 0 0 1 0
"287" 287 6 5 2005-02-23 "Driving licences" "COD***I" "Leg" "Transport & tourism" "RCV" "-" "262" 392 5 "2004-09-01" 0 1 0 0 1 0
"288" 288 6 6 2005-02-23 "Driving licences" "COD***I" "Leg" "Transport & tourism" "RCV" "-" "236" 403 21 "2004-09-01" 1 0 0 0 0 1
"289" 289 6 7 2005-02-23 "Driving licences" "COD***I" "Leg" "Transport & tourism" "RCV" "+" "548" 103 9 "2004-09-01" 1 1 1 1 1 1
"290" 290 6 1 2005-02-23 "River Traffic Information Services" "COD***I" "Leg" "Transport & tourism" "RCV" "+" "490" 82 7 "2004-09-01" 0 1 1 0 0 1
"291" 291 6 1 2005-02-23 "Recognition of seafarers’ certifica" "COD***I" "Leg" "Transport & tourism" "RCV" "+" "534" 82 17 "2004-09-01" 0 1 1 0 0 1
"292" 292 6 2 2005-02-23 "Recognition of seafarers’ certifica" "COD***I" "Leg" "Transport & tourism" "RCV" "+" "619" 20 3 "2004-09-01" 1 1 1 1 1 1
"293" 293 6 1 2005-02-23 "Environment and Health Action Plan " "INI" "Non" "Environment & public health" "RCV" "+" "600" 27 7 "2004-09-01" 1 1 1 1 1 1
"294" 294 6 1 2005-02-23 "Environment and Health Action Plan " "INI" "Non" "Environment & public health" "RCV" "+" "544" 65 24 "2004-09-01" 1 1 1 1 1 1
"295" 295 6 1 2005-02-23 "Environment and Health Action Plan " "INI" "Non" "Environment & public health" "RCV" "+" "576" 48 13 "2004-09-01" 1 1 1 1 1 1
"296" 296 7 1 2005-02-24 "Transfers of vessels to countries h" "CNS *" "Leg" "Fisheries" "RCV" "+" "429" 105 26 "2004-09-01" 1 1 1 1 1 1
"297" 297 7 1 2005-02-24 "The steel sector" "RSP" "Non" "Industry, research & energy" "RCV" "-" "93" 303 162 "2004-09-01" 0 0 1 1 0 0
"298" 298 7 2 2005-02-24 "The steel sector" "RSP" "Non" "Industry, research & energy" "RCV" "+" "458" 78 23 "2004-09-01" 1 1 1 1 1 1
"299" 299 7 1 2005-02-24 "Human Rights (Geneva, 14 March to 2" "RSP" "Non" "Foreign & security policy" "RCV" "-" "249" 267 37 "2004-09-01" 0 1 0 0 1 0
"300" 300 7 2 2005-02-24 "Human Rights (Geneva, 14 March to 2" "RSP" "Non" "Foreign & security policy" "RCV" "+" "362" 169 25 "2004-09-01" 1 1 0 1 0 0
"301" 301 7 3 2005-02-24 "Human Rights (Geneva, 14 March to 2" "RSP" "Non" "Foreign & security policy" "RCV" "-" "114" 410 27 "2004-09-01" 0 0 0 1 1 1
"302" 302 7 1 2005-02-24 "Action against hunger and poverty" "RSP" "Non" "International trade" "RCV" "-" "228" 300 15 "2004-09-01" 0 0 1 1 0 0
"303" 303 7 2 2005-02-24 "Action against hunger and poverty" "RSP" "Non" "International trade" "RCV" "-" "205" 320 14 "2004-09-01" 0 0 1 1 0 0
"304" 304 7 1 2005-02-24 "Commission legislative and work pro" "RSP" "Non" "Constitutional and inter-institutional affairs" "RCV" "-" "206" 329 9 "2004-09-01" 0 0 1 1 0 0
"305" 305 7 2 2005-02-24 "Commission legislative and work pro" "RSP" "Non" "Constitutional and inter-institutional affairs" "RCV" "-" "206" 317 17 "2004-09-01" 0 0 1 1 0 0
"306" 306 7 3 2005-02-24 "Commission legislative and work pro" "RSP" "Non" "Constitutional and inter-institutional affairs" "RCV" "-" "128" 339 75 "2004-09-01" 0 0 0 1 1 1
"307" 307 7 4 2005-02-24 "Commission legislative and work pro" "RSP" "Non" "Constitutional and inter-institutional affairs" "RCV" "-" "242" 269 33 "2004-09-01" 1 1 0 1 0 0
"308" 308 7 5 2005-02-24 "Commission legislative and work pro" "RSP" "Non" "Constitutional and inter-institutional affairs" "RCV" "-" "253" 275 13 "2004-09-01" 0 0 1 1 0 0
"309" 309 7 6 2005-02-24 "Commission legislative and work pro" "RSP" "Non" "Constitutional and inter-institutional affairs" "RCV" "+" "311" 191 32 "2004-09-01" 1 1 0 1 0 0
"310" 310 7 7 2005-02-24 "Commission legislative and work pro" "RSP" "Non" "Constitutional and inter-institutional affairs" "RCV" "+" "294" 230 7 "2004-09-01" 1 1 0 1 0 0
"311" 311 7 8 2005-02-24 "Commission legislative and work pro" "RSP" "Non" "Constitutional and inter-institutional affairs" "RCV" "+" "264" 256 14 "2004-09-01" 1 1 0 1 0 0
"312" 312 7 9 2005-02-24 "Commission legislative and work pro" "RSP" "Non" "Constitutional and inter-institutional affairs" "RCV" "+" "422" 89 10 "2004-09-01" 1 1 1 1 1 1
"313" 313 7 10 2005-02-24 "Commission legislative and work pro" "RSP" "Non" "Constitutional and inter-institutional affairs" "RCV" "-" "255" 261 6 "2004-09-01" 1 1 0 1 0 0
"314" 314 7 11 2005-02-24 "Commission legislative and work pro" "RSP" "Non" "Constitutional and inter-institutional affairs" "RCV" "+" "491" 25 3 "2004-09-01" 1 1 1 1 1 1
